Name,Platform,Year,Genre,Publisher,ID,Date
Assassin's Creed III,PC,2012,Action,Ubisoft,7202,18/01/2012
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,9500,12/02/2001
Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,12037,11/07/2010
Darkest of Days,X360,2009,Shooter,Phantom EFX,15831,10/09/2009
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,18795,28/01/2006
Doom,PC,1992,Shooter,id Software,19599,09/01/1992
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,7988,14/06/2010
Skylanders: Trap Team,PS3,2014,Action,Activision,7953,21/04/2014
Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,14029,05/09/2011
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,12210,07/06/2013
Where's Waldo? The Fantastic Journey,Wii,2009,Adventure,Ubisoft,12869,23/08/2009
Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,20479,17/02/1995
BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,10188,25/04/2009
Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,9583,20/12/1991
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,19878,07/08/2003
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,16883,08/12/2008
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,9514,26/03/2001
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,5748,25/06/2013
NCAA Football 11,X360,2010,Sports,Electronic Arts,7248,26/03/2010
NASCAR 99,N64,1998,Racing,Electronic Arts,7112,19/01/1998
Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,18780,03/04/2003
Big Mutha Truckers,XB,2002,Racing,Empire Interactive,12739,04/07/2002
Gitaroo Man,PS2,2001,Misc,THQ,18366,21/07/2001
No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist,21255,01/12/2010
WWE All Stars,X360,2011,Fighting,THQ,10316,09/06/2011
Tony Hawk's Project 8,PS3,2006,Sports,Activision,8196,16/04/2006
Macross Ultimate Frontier,PSP,2009,Action,Namco Bandai Games,13309,28/07/2009
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei,20937,20/10/2008
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,18702,11/10/2016
MVP Baseball,PSP,2005,Sports,Electronic Arts,12367,17/09/2005
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,20487,09/04/2005
Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,19175,15/07/2015
NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,10721,09/11/2002
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,Adventure,GSP,8945,07/03/2009
Shining Stars,DS,2008,Action,"Destination Software, Inc",19221,02/12/2008
Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist,21343,19/12/2009
BeatMania IIDX 14 Gold,PS2,2008,Simulation,Konami Digital Entertainment,19314,11/10/2008
echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,15906,11/11/2008
Overlord: Dark Legend,Wii,2009,Action,Codemasters,10016,16/09/2009
Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment,10205,02/05/1997
All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,13866,05/05/2002
The Crew: Wild Run,PC,2015,Action,Ubisoft,20572,16/03/2015
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,15897,08/12/1995
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,11644,04/08/2007
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,9375,07/11/2012
Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,14539,03/06/2010
L.A. Rush,XB,2005,Racing,Midway Games,14003,21/08/2005
Syberia II,PC,2004,Adventure,MC2 Entertainment,20692,12/07/2004
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,18345,07/11/2005
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,19891,10/12/2006
Backyard Soccer,PS,2001,Sports,Infogrames,14333,01/01/2001
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,17004,05/10/2011
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,17343,20/11/2004
Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,7982,02/06/1997
White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,20844,19/07/2013
Chicken Blaster,DS,2009,Shooter,Zushi Games,18719,04/10/2009
Don Bradman Cricket 14,X360,2014,Sports,Tru Blu Entertainment,20988,18/06/2014
Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,20245,25/08/2011
Pac-Man Pinball Advance,GBA,2005,Misc,Zoo Digital Publishing,15130,20/12/2005
Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft,13921,11/02/2005
NFL GameDay 99,PS,1998,Sports,989 Studios,6222,15/03/1998
Super Monkey Ball Adventure,GC,2006,Platform,Sega,13824,20/03/2006
Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,15183,26/10/2008
Cool Boarders 2001,PS,2000,Sports,Sony Computer Entertainment,9695,15/04/2000
LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,8707,16/11/2015
The Daring Game for Girls,DS,N/A,Adventure,Unknown,14821,01/01/2000
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,10644,04/05/2001
Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,21464,25/01/2002
FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,13142,26/03/2001
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,Zoo Digital Publishing,18159,22/02/2005
Initial D: Special Stage,PS2,2003,Racing,Sega,11395,06/06/2003
PGA Tour 97,PS,1996,Sports,Electronic Arts,11096,11/02/1996
Fable,X360,2014,Role-Playing,Microsoft Game Studios,9135,02/09/2014
Family Jockey,Wii,2008,Sports,Namco Bandai Games,21218,01/05/2008
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,20068,02/01/2010
Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,9590,04/06/2007
Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media,21364,08/02/2010
Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,20272,05/09/2006
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,18180,10/06/2001
Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,14952,12/12/2008
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,8245,27/02/2009
SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,THQ,6621,28/06/2003
Damnation,X360,2009,Shooter,Codemasters,16941,13/05/2009
Real Pool,PS2,2000,Sports,Midas Interactive Entertainment,11213,11/05/2000
Egg Monster Hero,DS,N/A,Role-Playing,Square Enix,15829,01/01/2000
Romance of the Three Kingdoms XII,PS3,2012,Strategy,Tecmo Koei,16129,11/10/2012
Arcana Heart 3,X360,2011,Fighting,PQube,17904,21/12/2011
Mega Man Soccer,SNES,1993,Sports,Capcom,13067,24/04/1993
Rock Band 3,DS,2010,Misc,MTV Games,15604,05/12/2010
Medabots AX: Metabee,GBA,2002,Role-Playing,Natsume,11716,13/11/2002
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,9620,12/05/2003
Rugby Challenge 3,PS3,2016,Sports,Alternative Software,18492,02/10/2016
Legend of the Dragon,PSP,2007,Fighting,Game Factory,19246,12/08/2007
Live A Live,SNES,1994,Role-Playing,SquareSoft,10672,28/09/1994
Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,12590,18/12/2005
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,12417,07/02/2012
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,15752,02/04/2015
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,14838,16/12/2009
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,5465,06/06/1987
The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,7743,14/02/2012
Madden NFL 2001,PS2,2000,Sports,Electronic Arts,6258,18/11/2000
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,5333,09/09/2000
Frostbite,2600,1983,Action,Activision,10382,28/08/1983
Codename: Panzers Cold War,PC,2009,Strategy,Atari,19421,05/12/2009
Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,11684,09/07/1999
NCAA College Basketball 2K3,XB,2002,Sports,Sega,14078,06/10/2002
Moto Racer 2,PS,1997,Racing,Electronic Arts,7948,11/01/1997
Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,18142,08/06/2010
Shockwave Assault,PS,1995,Simulation,Electronic Arts,15905,10/04/1995
The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,5146,08/11/2013
Pastel Chime Continue,PSP,2010,Adventure,5pb,20416,05/12/2010
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,13464,14/09/2015
Squeeballs Party,DS,2009,Puzzle,Performance Designed Products,13257,25/07/2009
Breakaway IV,2600,N/A,Puzzle,Sears,12370,01/01/2000
Alpha and Omega,DS,2010,Action,Unknown,17027,05/02/2010
Get Up and Dance,Wii,2011,Misc,O-Games,14951,24/04/2011
Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,6821,19/11/2013
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,7792,17/05/2010
World Series of Poker,PS2,2005,Misc,Activision,9212,04/12/2005
Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,8033,16/03/2010
NCAA Football 07,X360,2006,Sports,Electronic Arts,7811,26/04/2006
Cruis'n USA,N64,1996,Racing,Nintendo,6020,14/04/1996
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,19083,05/08/2015
The Hobbit,GC,2003,Platform,Vivendi Games,13260,28/03/2003
Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,15801,18/03/2011
Shadows of the Damned,X360,2011,Action,Electronic Arts,12878,27/10/2011
Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,5804,07/04/2010
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,17548,21/03/2002
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,17789,03/09/2008
Shorts,DS,N/A,Platform,Unknown,21194,01/01/2000
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,17894,10/02/2002
Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,12249,25/07/2001
Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment,14786,26/12/2005
My Spanish Coach,DS,2007,Misc,Ubisoft,9445,14/12/2007
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000,Adventure,Sega,15678,02/04/2000
The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,6552,27/09/2005
Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,14675,07/03/2010
Deponia,PC,2012,Adventure,Daedalic,13746,08/08/2012
Mario Tennis,Wii,2010,Sports,Nintendo,17123,25/09/2010
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,5375,18/10/2009
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,6707,13/09/2008
My Pet Shop,DS,2008,Simulation,Square Enix,17275,08/09/2008
Eternal Poison,PS2,2008,Role-Playing,Banpresto,14137,24/02/2008
Dead Rising,PS4,2016,Action,Capcom,20338,15/01/2016
Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,15505,06/04/2007
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,19780,18/09/2004
Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,11453,16/10/2009
Vigilante 8,N64,1998,Racing,Activision,10756,28/07/1998
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,9107,17/10/2014
Test Drive Unlimited 2,PC,N/A,Racing,Atari,12720,01/01/2000
QuickSpot,DS,2006,Misc,Namco Bandai Games,14000,03/06/2006
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,9444,08/08/2008
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,18513,03/07/2009
Go! Go! Hypergrind,GC,2003,Sports,Atlus,19448,27/03/2003
New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,8081,26/03/2008
Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,9911,13/08/1998
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,16728,25/07/2011
Monster Jam: Urban Assault,PS2,2008,Racing,Activision,14599,13/11/2008
Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,15374,27/08/1999
Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,15614,05/10/2010
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,13666,02/10/2007
Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,9803,08/11/2003
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,6654,27/03/2010
Total War: Attila,PC,2015,Strategy,Sega,11987,14/08/2015
Tiger Woods PGA Tour 07,Wii,N/A,Sports,Electronic Arts,9199,01/01/2000
Disney's Treasure Planet,GBA,2002,Action,Ubisoft,11187,04/07/2002
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,16742,17/09/2016
There,PS,2002,Simulation,Infogrames,17391,28/06/2002
Rogue Ops,PS2,2003,Action,Kemco,12128,03/11/2003
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,10156,03/05/2012
World Snooker Championship 2007,X360,2007,Sports,Sega,21390,15/08/2007
MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,6417,18/02/2008
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,7675,08/11/2002
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,12554,11/02/2002
J-League Victory Goal,SAT,1995,Sports,Sega,13852,15/11/1995
Marvel Super Hero Squad,Wii,2009,Fighting,THQ,10076,22/03/2009
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,13828,28/05/2004
Volleyball,NES,1987,Sports,Nintendo,5759,10/09/1987
Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,14334,13/12/2003
River City Super Sports Challenge,DS,2010,Sports,Arc System Works,19338,05/06/2010
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,10877,12/12/2014
Manhunt 2,PSP,2007,Action,Take-Two Interactive,10662,27/05/2007
Code Lyoko,DS,2007,Action,Game Factory,17966,14/09/2007
Mortal Kombat: Deadly Alliance,GC,2002,Fighting,Midway Games,9749,23/12/2002
NHL 2K7,X360,2006,Sports,Take-Two Interactive,16326,09/07/2006
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,14996,10/06/2001
Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,18022,26/02/2010
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,20204,22/06/2013
Tetris Attack,SNES,1995,Puzzle,Nintendo,13875,03/06/1995
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,11592,01/07/2010
Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,6186,09/04/2006
DeathSmiles,X360,2009,Shooter,Rising Star Games,11109,15/08/2009
Rayman Legends,PS4,2014,Platform,Ubisoft,7053,18/05/2014
Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,14308,22/09/2001
[Prototype 2],PC,2012,Action,Activision,15596,07/04/2012
Killer Instinct,SNES,1995,Fighting,Nintendo,5422,25/11/1995
Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,11523,15/02/2000
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,15048,25/08/2008
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,17612,01/06/2014
007: Quantum of Solace,PS2,2008,Action,Activision,9499,24/09/2008
Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,SquareSoft,17132,06/08/2002
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,17334,13/11/2004
Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,20418,02/02/2006
Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,8943,02/10/2014
Mini-Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment,10154,20/09/1997
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,7349,27/10/2012
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,7048,14/01/2010
Murdered: Soul Suspect,X360,2014,Action,Square Enix,15306,21/10/2014
Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,G.Rev,21263,01/02/2009
World Championship Cards,PSP,2008,Misc,Crave Entertainment,12506,02/05/2008
NHL 16,PS4,2015,Sports,Electronic Arts,8286,25/01/2015
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,8432,25/10/2003
Brain Assist,DS,2007,Misc,Sega,14375,12/11/2007
Over the Hedge,GC,2006,Platform,Activision,10343,28/08/2006
The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,7780,02/02/2002
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,18553,21/07/1998
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,6850,04/01/2015
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,14047,26/04/2001
Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,15760,12/05/2009
Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,17760,27/02/1995
Dark Half,SNES,1996,Role-Playing,Enix Corporation,18673,11/01/1996
Dead or Alive 5,XOne,2015,Fighting,Tecmo Koei,16305,17/10/2015
NBA Hoopz,PS2,2001,Sports,Midway Games,13179,04/02/2001
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,10380,12/11/2001
No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,19949,02/10/2010
Wheel of Fortune,Wii,2010,Misc,THQ,7076,15/08/2010
The Saboteur,PS3,2009,Action,Electronic Arts,8990,16/04/2009
Norn9: Norn + Nonette,PSP,2013,Adventure,Idea Factory,18976,12/06/2013
Crazy Chicken: Star Karts,DS,2008,Racing,Phenomedia,19206,02/07/2008
Rapala for Kinect,X360,2011,Sports,Activision,19982,07/05/2011
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Sports,Universal Interactive,9054,18/10/2003
Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,9747,25/06/2001
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,15170,26/09/2005
N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,13522,14/07/1998
Secret Service: Ultimate Sacrifice,PS2,2008,Action,Activision,17128,19/12/2008
Super Mario Strikers,GC,2005,Sports,Nintendo,6144,02/06/2005
Stolen,PS2,2005,Action,Hip Interactive,18878,19/04/2005
Imagine: Artist,DS,2009,Misc,Ubisoft,18061,08/10/2009
Mobile Suit Gundam version 2.0,PS,1996,Action,Namco Bandai Games,10030,23/07/1996
Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,9063,23/05/2001
Women's Volleyball Championship,PS2,2007,Sports,Spike,19180,11/04/2007
SimCity Societies,PC,2007,Simulation,Electronic Arts,20014,16/09/2007
Stuntman: Ignition,PS2,2007,Racing,THQ,11354,13/08/2007
Cars Mater-National Championship,Wii,2007,Racing,THQ,9018,15/04/2007
Steins;Gate,PS3,2012,Adventure,PQube,16372,08/01/2012
Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,14930,14/06/2005
I Am In The Movie,Wii,2012,Simulation,Namco Bandai Games,16407,25/07/2012
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,BAM! Entertainment,9326,24/12/2002
Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,17333,27/09/2013
eJay Clubworld,PS2,N/A,Misc,Empire Interactive,13899,01/01/2000
Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,8321,03/12/2004
Tom Clancy's Rainbow Six: Critical Hour,XB,N/A,Shooter,Unknown,17749,01/01/2000
Sing Party,WiiU,2012,Misc,Nintendo,11181,04/08/2012
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,5359,03/06/1997
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,18563,11/08/2007
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,7013,23/09/2005
Mega Man & Bass,GBA,2002,Platform,Capcom,12056,10/12/2002
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,5874,17/09/1994
Arx Fatalis,XB,2003,Role-Playing,Mindscape,18120,14/06/2003
Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision,17169,14/05/2010
Racquet Sports,Wii,2010,Sports,Ubisoft,11503,07/10/2010
OkamiDen,DS,2010,Adventure,Capcom,9109,23/11/2010
Sleeping Dogs,PS3,2012,Action,Square Enix,6948,24/07/2012
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,13266,20/07/2011
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010,Role-Playing,Kadokawa Shoten,21231,01/01/2010
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,9008,10/08/2007
Ride,X360,2015,Racing,Milestone S.r.l.,20076,20/04/2015
Sega Superstars Tennis,X360,2008,Sports,Sega,5496,07/11/2008
Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,18398,19/09/2008
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,11997,14/12/2011
Zoids: Battle Legends,GC,2003,Action,Tomy Corporation,13814,14/06/2003
The Simpsons Game,PS3,2007,Action,Electronic Arts,7293,04/02/2007
Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,9763,19/06/2010
Virtua Tennis 3,PS3,2007,Sports,Sega,6960,08/05/2007
Robots,GC,2005,Action,Vivendi Games,13568,15/06/2005
Trivial Pursuit,PS2,2009,Misc,Electronic Arts,11285,09/07/2009
Tropico 4,X360,N/A,Strategy,Kalypso Media,10196,01/01/2000
Swing Away Golf,PS2,2000,Sports,Electronic Arts,8854,01/09/2000
SimCity,SNES,1991,Simulation,Nintendo,5855,24/05/1991
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,9118,18/01/2012
Knockout Kings 2003,GC,2002,Sports,Electronic Arts,13748,11/04/2002
Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,11769,09/03/2013
Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,8208,23/12/2007
Blood Omen 2,XB,2002,Action,Eidos Interactive,12971,06/03/2002
Caesars Palace II,PS,1998,Misc,Interplay,11700,21/05/1998
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,6018,28/11/2015
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,9533,28/09/2012
MX vs. ATV Untamed,PSP,2007,Racing,THQ,8123,08/05/2007
Sonic Riders,XB,2006,Racing,Sega,14486,17/06/2006
Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,6071,15/02/2012
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,20432,03/02/2014
