Name,Platform,Year,Genre,Publisher,ID,Date
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,14343,14/08/2008
Saints Row: The Third,PC,2011,Action,THQ,10057,14/06/2011
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,5620,24/11/2008
Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,20632,21/07/2005
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,9259,10/05/2006
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,14916,26/11/2015
Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,13308,01/03/2005
Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,12828,04/12/1999
LEGO Rock Band,PS3,2009,Misc,Warner Bros. Interactive Entertainment,9575,19/04/2009
MySims,PC,2008,Simulation,Electronic Arts,19728,11/03/2008
Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,5132,01/10/2000
Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,7612,16/05/2007
A Good Librarian Like a Good Shepherd: Library Party,PSV,2015,Action,Kaga Create,19350,06/04/2015
Cross + Channel,PSP,2010,Adventure,CyberFront,20744,17/06/2010
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,18981,27/01/2016
NHL 2002,PS2,2001,Sports,Electronic Arts,6680,25/06/2001
LEGO Harry Potter: Years 5-7,PS3,N/A,Action,Warner Bros. Interactive Entertainment,7145,01/01/2000
Bolt,Wii,2008,Adventure,Disney Interactive Studios,8555,15/06/2008
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,6989,03/07/2003
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,16846,27/11/2013
GunParade Orchestra: Shiro no Shou,PS2,2006,Adventure,Sony Computer Entertainment,16990,18/09/2006
The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,5094,03/08/1998
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,11958,12/08/2004
Minecraft: Story Mode,PC,2015,Adventure,Mojang,16590,04/09/2015
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,19771,13/10/2006
Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,10853,27/07/2005
Hotel Giant DS,DS,2008,Simulation,Nobilis,20985,14/05/2008
Metal Max 3,DS,2010,Role-Playing,Enterbrain,14532,05/12/2010
NBA Live 09,PS3,2008,Sports,Electronic Arts,8841,06/01/2008
Godzilla: Destroy All Monsters Melee,XB,N/A,Fighting,Unknown,14820,01/01/2000
The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,21508,27/09/2008
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,19746,24/06/2012
Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,8633,20/08/2005
Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,9312,23/06/2013
Tonic Trouble,N64,1999,Platform,Ubisoft,15217,19/11/1999
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,17477,04/04/2008
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,19920,06/02/2005
Cool Boarders 4,PS,1998,Sports,989 Studios,6731,11/06/1998
Fast & Furious: Showdown,X360,2013,Action,Activision,18354,23/04/2013
Sweet Honey Coming,PS2,2009,Adventure,Kadokawa Shoten,21551,26/02/2009
SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,19172,18/07/2001
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,10686,17/01/2010
Ape Escape,PS,1999,Platform,Sony Computer Entertainment,6129,10/12/1999
Shrek the Third,PS2,2007,Action,Activision,9085,17/07/2007
Chrono Cross,PS,1999,Role-Playing,SquareSoft,5932,24/08/1999
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,2009,Misc,Mentor Interactive,10806,06/06/2009
Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,19015,24/09/2010
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,14936,16/09/2014
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,17597,10/01/2015
Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,15545,02/11/2002
Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,12262,21/04/1997
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,5457,19/01/2012
F1 Challenge,SAT,1994,Racing,Sega,13124,18/03/1994
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,19462,07/09/2001
X-Men: Destiny,DS,2011,Action,Activision,17461,20/02/2011
Star Ocean,SNES,1996,Role-Playing,Enix Corporation,12084,07/02/1996
LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,6484,13/10/2008
MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,12547,03/03/2010
Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,10140,28/07/2006
Shining Force Feather,DS,2009,Strategy,Sega,17451,13/08/2009
Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,11491,28/06/2006
LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,6166,23/04/2010
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,11905,16/08/2004
Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,9310,10/08/2009
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008,Adventure,Marvelous Interactive,21232,22/11/2008
Planet 51,PS3,2009,Action,Sega,14954,23/05/2009
Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,13217,06/07/2011
Yoshi's Cookie,GB,1992,Puzzle,Nintendo,6076,16/05/1992
Rugby 15,PSV,2015,Sports,Bigben Interactive,17306,15/04/2015
DuckTales: Remastered,WiiU,2013,Action,Capcom,17571,10/10/2013
MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,9691,15/11/2010
Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,16622,25/11/2002
Digimon World 4,PS2,2005,Role-Playing,Atari,13754,06/04/2005
Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,13603,22/05/2004
World Trigger: Borderless Mission,PSV,2015,Action,Namco Bandai Games,18475,04/05/2015
The House of The Dead III,XB,2002,Shooter,Sega,9900,14/09/2002
Wheel of Fortune,DS,2010,Misc,THQ,9506,01/02/2010
Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,16733,24/09/2015
Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,6221,21/11/1994
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,10664,27/05/2008
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,Namco Bandai Games,18140,04/10/2006
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,11493,16/07/2012
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,11731,11/03/2010
Shaun White Skateboarding,X360,2010,Sports,Ubisoft,13618,15/01/2010
"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega,11058,16/05/2002
Samurai & Dragons,PSV,2012,Action,Sega,20383,28/11/2012
Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,19004,19/05/2009
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,8166,13/01/2004
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,19972,13/05/2015
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,16961,17/01/2006
Spore,PC,2008,Strategy,Electronic Arts,6717,04/02/2008
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,17068,03/12/2010
Mr. Do!,2600,1982,Action,Coleco,11265,23/07/1982
Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,16220,12/07/2001
Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,Imagineer,9794,28/02/1997
King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,11565,23/08/2004
Sonic PC Collection,PC,2009,Misc,Sega,18682,10/07/2009
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,18629,03/01/2007
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,18015,24/10/2008
Major League Baseball 2K6,PS2,2006,Sports,Spike,9411,09/04/2006
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,8546,14/04/2012
Guitar Hero Live,PS3,2015,Misc,Activision,11175,05/07/2015
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,17332,17/08/2014
Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,11135,04/07/2008
Daxter,PSP,2006,Platform,Sony Computer Entertainment,5266,27/06/2006
Running Wild,PS,1997,Racing,989 Studios,15982,04/01/1997
Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,15420,04/04/1995
Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,Take-Two Interactive,6797,25/08/2005
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,17493,09/01/2012
The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,18903,12/12/2010
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,7027,25/06/2007
X-Men: Destiny,PS3,2011,Action,Activision,11718,15/03/2011
Outlaw Golf,XB,2002,Sports,TDK Mediactive,10975,20/08/2002
Sea Monsters: A Prehistoric Adventure,DS,2007,Adventure,DSI Games,21538,27/05/2007
Vitamin Z,PS2,2009,Adventure,D3Publisher,19672,02/01/2009
Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,10892,05/06/1997
S.C.A.R.S,PS,1998,Racing,Ubisoft,16298,16/04/1998
The Chronicles of Riddick: Escape from Butcher Bay,XB,N/A,Shooter,Vivendi Games,9330,01/01/2000
Charlie Blasts Territory,N64,1999,Action,Kemco,19493,04/02/1999
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,7986,19/08/2007
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,17574,08/04/2010
Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,6028,09/10/2001
Madou Monogatari,SAT,1998,Role-Playing,Compile,19320,18/07/1998
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,18579,15/01/2008
Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,11824,06/02/2005
Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,9352,01/03/2015
Hakuoki Zuisouroku Omokage Hana,PSV,2015,Action,Idea Factory,19382,20/09/2015
Solaris,2600,1986,Shooter,Atari,10082,22/11/1986
NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,12235,08/05/1996
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,19869,11/03/2009
Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,10449,21/06/2003
Jikkyou World Soccer 2000 Final Edition,PS2,2000,Sports,Konami Digital Entertainment,8064,17/11/2000
Mario Pinball Land,GBA,2004,Misc,Nintendo,7954,27/07/2004
BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,11085,27/07/1999
Agarest Senki: Re-appearance,PS3,N/A,Role-Playing,Idea Factory,21246,01/01/2000
Mini Ninjas,DS,2009,Action,Eidos Interactive,10290,10/05/2009
Kuroko's Basketball: Ties to Future,3DS,2015,Action,Namco Bandai Games,16252,15/09/2015
Tycoon City: New York,PC,2006,Strategy,Atari,20468,08/11/2006
Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,7322,24/06/2003
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,17488,09/01/2016
MTV Sports: Pure Ride,PS,2000,Sports,THQ,14841,06/02/2000
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,17642,24/03/2004
Final Fantasy II,SNES,1991,Role-Playing,Square,5983,26/08/1991
Black Cat,PS2,2006,Action,Capcom,20997,12/03/2006
Wii Party,Wii,2010,Misc,Nintendo,5078,16/03/2010
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,12090,18/10/2006
Ben 10: Alien Force,PSP,2008,Action,Koch Media,8429,07/07/2008
Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,15271,21/07/2000
Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,14461,09/01/1993
Diablo III,XOne,2014,Role-Playing,Activision,8136,23/07/2014
Happy Feet Two,PS3,N/A,Action,Warner Bros. Interactive Entertainment,15465,01/01/2000
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,7350,16/06/2011
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,7177,06/01/2014
PictoImage,DS,2007,Puzzle,Sega,15480,17/04/2007
Company of Heroes 2,PC,2013,Strategy,THQ,10242,18/07/2013
Housekeeping,DS,N/A,Action,N/A,19087,01/01/2000
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,18905,19/07/2004
Dead or Alive,PS,1998,Fighting,Sony Computer Entertainment,11188,25/05/1998
Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,20530,11/04/2010
Tetris Worlds,GC,2002,Puzzle,THQ,12221,28/04/2002
Drakengard 3,PS3,2013,Role-Playing,Square Enix,10867,15/05/2013
Pokemon Gold/Pokemon Silver,GB,1999,Role-Playing,Nintendo,5012,22/04/1999
Magna Carta Portable,PSP,2006,Role-Playing,Banpresto,19203,19/08/2006
everGirl,GBA,2005,Adventure,THQ,17157,22/07/2005
Nicktoons: Unite!,DS,2006,Adventure,THQ,15261,22/02/2006
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,18663,25/02/2008
The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,16960,14/07/2012
The King of Fighters '94,NG,1994,Fighting,SNK,14717,01/11/1994
The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,16458,26/01/2001
Football Academy,DS,2009,Sports,Electronic Arts,20802,25/11/2009
Spider-Man 3,Wii,2007,Platform,Activision,9130,11/08/2007
NBA Live 2002,PS2,2001,Sports,Electronic Arts,5930,10/10/2001
Rocky: Legends,XB,2004,Action,Ubisoft,15714,04/11/2004
Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,THQ,12152,03/06/2010
James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,THQ,9703,28/06/2009
Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,5882,13/03/1997
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,18789,09/06/2016
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,7189,22/06/2008
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,14239,05/06/2006
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,9568,05/09/2011
World Party Games,Wii,2009,Misc,505 Games,16681,07/08/2009
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,19885,06/03/2013
Memories Off,PSP,2008,Adventure,5pb,21401,10/12/2008
Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,16994,19/12/2010
Battlefield 1942,PC,2002,Shooter,Electronic Arts,19872,25/04/2002
Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,8719,13/08/2011
MySims SkyHeroes,DS,2010,Action,Electronic Arts,10544,09/03/2010
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,16423,14/02/2013
Arctic Thunder,PS2,2001,Racing,Midway Games,10255,27/07/2001
Ultimate Board Game Collection,Wii,2007,Misc,Xplosiv,13838,21/02/2007
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,17565,01/03/2005
Little King's Story,Wii,2009,Strategy,Rising Star Games,10772,01/09/2009
Polaris SnoCross,PS,2000,Racing,Vatical Entertainment,13711,02/05/2000
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,5265,25/01/2004
Conflict: Desert Storm II - Back to Bagdhad,XB,2003,Shooter,SCi,11174,24/04/2003
Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,14665,13/04/2001
Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,12405,26/11/2001
Legends of Oz: Dorothy's Return,3DS,2014,Puzzle,N/A,21494,18/12/2014
Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,15118,10/05/2008
Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,16926,02/02/2004
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,16334,13/07/2010
Beowulf: The Game,PSP,2007,Action,Ubisoft,16060,11/03/2007
Jinsei Game DS,DS,2006,Misc,Atlus,20544,12/07/2006
Harvest Moon: Save the Homeland,PS2,N/A,Simulation,Unknown,9865,01/01/2000
Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,20663,20/08/2011
Crazy Taxi,DC,2000,Racing,Sega,5959,08/12/2000
Scarlett: Nichijou no Kyoukaisen,PS2,2008,Adventure,Kadokawa Shoten,21572,06/07/2008
NHL 2004,GC,2003,Sports,Electronic Arts,15564,19/07/2003
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,15490,27/10/2010
Magna Carta 2,X360,2009,Role-Playing,Banpresto,10821,07/04/2009
Gale Racer,SAT,1994,Racing,Sega,16738,11/09/1994
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,6148,09/07/2008
Mission: Impossible - Operation Surma,GC,2004,Platform,Atari,20890,02/04/2004
Disney's Aladdin,SNES,1993,Platform,Capcom,6009,12/10/1993
NHL 2005,GC,2004,Sports,Electronic Arts,17090,06/08/2004
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009,Action,Blast! Entertainment Ltd,15794,08/07/2009
NASCAR Thunder 2003,GC,2002,Racing,Electronic Arts,10787,06/09/2002
Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,18397,20/01/2011
Catherine,X360,2011,Adventure,Deep Silver,10685,08/02/2011
Namco Museum,PS2,2001,Misc,Namco Bandai Games,5953,02/11/2001
Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,9670,11/12/1995
Jenga World Tour,Wii,2007,Misc,Atari,18051,12/03/2007
Petz Dogz 2,DS,2007,Simulation,Ubisoft,6854,23/10/2007
Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft,11461,10/07/2009
Gex,PS,1995,Platform,Crystal Dynamics,7376,16/03/1995
Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing,Namco Bandai Games,12718,24/03/2012
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009,Adventure,Idea Factory,21088,22/07/2009
The Revenge of Shinobi,GBA,2002,Platform,Atari,15929,22/04/2002
I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,14245,12/10/2010
Virtua Tennis 4,PC,2011,Sports,Sega,18662,20/09/2011
Gameboy Gallery,GB,1995,Misc,Nintendo,10828,09/07/1995
10 Minute Solution,Wii,2010,Sports,Activision,16412,04/08/2010
Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,7600,17/11/2008
Jeopardy!,Wii,2010,Misc,THQ,8388,17/05/2010
Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,6257,28/01/2010
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,15483,10/08/2007
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,17815,23/10/2004
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,6351,20/01/2004
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,19520,15/01/2006
Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,7863,10/01/2003
Wildstar,PC,2014,Role-Playing,NCSoft,13443,16/05/2014
Rayman Origins,X360,2011,Platform,Ubisoft,7599,07/02/2011
Vampire Rain,X360,2007,Action,Microsoft Game Studios,12428,24/02/2007
Apex,XB,2003,Racing,Atari,14297,27/12/2003
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,10553,25/04/2007
Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,9167,10/10/2012
Blitz: The League II,PS3,2008,Sports,Midway Games,13640,02/03/2008
Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,13352,22/08/1995
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,10973,10/10/2013
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,17058,13/02/2014
Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,20248,15/04/2012
ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,16967,18/09/2001
Angelique Retour,PSV,2015,Action,Tecmo Koei,20449,18/08/2015
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,18527,23/12/2006
Rocket Power: Beach Bandits,GC,2002,Platform,THQ,12023,09/12/2002
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,18748,19/06/2011
nail'd,X360,2010,Racing,Deep Silver,15625,10/10/2010
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,20336,05/05/2015
James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,13381,20/06/2003
The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,15358,11/04/2009
Kid Icarus: Uprising,3DS,2012,Action,Nintendo,6548,17/10/2012
Astroblast,2600,1981,Action,Mattel Interactive,10800,18/07/1981
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,9430,03/11/2016
Mega Man 2,NES,1988,Action,Capcom,6246,25/11/1988
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,19636,24/11/2005
Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,14358,26/03/2008
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,11073,24/03/2013
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,15145,09/11/2010
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,18645,09/11/2012
FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,7487,10/08/2000
Doki Oki,PS,1995,Adventure,Banpresto,19904,01/01/1995
Atsumare! Power Pro Kun no DS Koushien,DS,N/A,Sports,N/A,15494,01/01/2000
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,12678,25/11/2004
Dollar Dash,PS2,2005,Action,Take-Two Interactive,6150,22/10/2005
Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,20423,16/10/2008
Final Fantasy XI,PS2,N/A,Role-Playing,Unknown,10618,01/01/2000
Auto Modellista,GC,2003,Racing,Capcom,19725,03/03/2003
Valkyria Chronicles III: Unrecorded Chronicles,PSP,N/A,Strategy,Sega,12406,01/01/2000
Sammy Sosa High Heat Baseball 2001,PS,2000,Sports,3DO,8460,05/07/2000
WWF SmackDown!,PS,2000,Fighting,THQ,5358,05/04/2000
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,15053,03/12/2014
Man vs. Wild,Wii,2011,Action,Crave Entertainment,16656,04/01/2011
Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,14054,06/07/2008
SingStar Amped,PS2,2007,Misc,Sony Computer Entertainment,9251,22/10/2007
Cold Fear,XB,2005,Action,Ubisoft,17443,27/07/2005
G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,21353,12/02/2008
Pac-Man Power Pack,PS2,2008,Misc,Namco Bandai Games,16322,26/03/2008
Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,16834,20/10/1998
Time Travelers,3DS,2012,Adventure,Unknown,18820,10/08/2012
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,19440,27/12/2006
Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment,10425,03/01/2010
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,Idea Factory,20277,19/08/2010
Titanfall,PC,2014,Shooter,Electronic Arts,8457,07/10/2014
Bleach: Heat the Soul 6,PSP,2009,Fighting,Sony Computer Entertainment,16070,10/07/2009
Dark Rift,N64,1997,Fighting,Vic Tokai,13864,11/02/1997
The Suffering,PS2,2004,Action,Midway Games,9669,02/10/2004
Madden NFL 2002,XB,N/A,Sports,Unknown,8501,01/01/2000
The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,13570,20/12/2009
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,15489,23/06/2014
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,10565,20/06/2013
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,12139,02/02/2006
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,12225,02/06/1996
The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,20231,20/06/2005
Amnesia Crowd,PSP,2013,Misc,Idea Factory,18275,26/03/2013
Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,8461,24/10/2013
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,13186,16/08/2005
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,14521,06/06/2010
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,12990,11/09/2011
F-Zero GX,GC,2003,Racing,Nintendo,8101,05/06/2003
F1 2009,PSP,2009,Racing,Codemasters,8806,28/10/2009
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,20598,09/09/2016
Split/Second,PC,2010,Racing,Disney Interactive Studios,18537,28/07/2010
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009,Adventure,Namco Bandai Games,16391,17/03/2009
Bookworm,DS,2009,Puzzle,PopCap Games,10407,23/03/2009
Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,18085,06/12/2009
LEGO Racers,PS,1999,Racing,LEGO Media,10219,07/03/1999
Moshi Monsters: Moshlings Theme Park,DS,2012,Misc,Activision,9325,04/08/2012
Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,14421,15/03/2008
Inazuma Eleven 3,DS,2010,Role-Playing,Level 5,7241,23/01/2010
DJ Max Technika Tune,PSV,2012,Misc,CyberFront,21516,02/05/2012
Warzone 2100,PS,1999,Strategy,Eidos Interactive,5204,17/06/1999
Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,15134,27/10/2007
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013,Adventure,Capcom,10021,26/04/2013
Risk / Battleship / Clue,GBA,2005,Misc,Zoo Digital Publishing,10351,14/11/2005
Defiance,PC,2013,Shooter,Trion Worlds,12484,06/01/2013
Scurge: Hive,DS,2006,Action,SouthPeak Games,17686,07/01/2006
Detana TwinBee Yahho! Deluxe Pack,PS,1995,Shooter,Konami Digital Entertainment,16063,17/07/1995
